7242,51648,2012-01-01,2012-01-01,45,6750,0.03,150,6547.5,Roy Peterman,Broadcom Corporation,Technology,Semiconductors,Hays,67601,Kansas,Central,2012-01-08,7,Consulting - Business Model,Consulting,Java,Jacob Manziel,Josh Martinez,57,1,0.62
7243,51648,2012-01-01,2012-01-01,50,5500,0.08,110,5060,Roy Peterman,Broadcom Corporation,Technology,Semiconductors,Hays,67601,Kansas,Central,2012-01-06,5,Development - Python,Development,Python,Ethan Bird,Josh Martinez,60,1,0.454545455
4075,29030,2012-01-02,2012-01-01,10,1200,0.05,120,1140,Roy Peterman,Broadcom Corporation,Technology,Semiconductors,Granite City,62040,Illinois,Central,2012-01-03,1,Development - Business Logic,Development,.Net,Daniel Tusk,Josh Martinez,45,1,0.625
6690,47591,2012-01-02,2012-01-01,27,5400,0.1,200,4860,Dario Wiediger,"Stericycle, Inc.",Basic Industries,Environmental Services,Sierra Vista,85635,Arizona,West,2012-01-03,1,Development - Big Data,Development,SQL,Mason Gibson,Bob Turner,71,1,0.645
7580,54214,2012-01-02,2012-01-01,38,5700,0.04,150,5472,Resi Gonzalez,Symantec Corporation,Technology,Computer Software: Prepackaged Software,Caldwell,83605,Idaho,West,2012-01-05,3,Consulting - Compensation,Consulting,Python,Mason Gibson,Bob Turner,71,1,0.526666667
1513,10945,2012-01-03,2012-01-01,14,2100,0.04,150,2016,Ralph Hernandez,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,Lansing,60438,Illinois,Central,2012-01-05,2,Consulting - Market Research,Consulting,Market Research,William Bufont,Josh Martinez,62,1,0.586666667
2239,16164,2012-01-03,2012-01-01,22,2420,0.07,110,2250.6,Eva O'Carroll,Lam Research Corporation,Technology,Industrial Machinery/Components,Broomfield,80020,Colorado,West,2012-01-12,9,Development - PHP,Development,Market Research,Emily Taylor,Bob Turner,62,1,0.436363636
2240,16164,2012-01-03,2012-01-01,26,3120,0.08,120,2870.4,Eva O'Carroll,Lam Research Corporation,Technology,Industrial Machinery/Components,Broomfield,80020,Colorado,West,2012-01-10,7,Development - Business Logic,Development,Scala,Sophia Dixon,Bob Turner,71,1,0.408333333
2241,16164,2012-01-03,2012-01-01,26,3900,0.03,150,3783,Eva O'Carroll,Lam Research Corporation,Technology,Industrial Machinery/Components,Danville,40422,Kentucky,South,2012-01-07,4,Consulting - Strategy,Consulting,Tableau,Ethan Bird,Frank Mitchell,60,1,0.6
5017,35811,2012-01-03,2012-01-01,49,5390,0.1,110,4851,Chuck Bierner,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,Pahrump,89041,Nevada,West,2012-01-04,1,Development - PHP,Development,Python,Alexander Edison,Bob Turner,70,1,0.363636364
