331,2277,2011-01-01,2011-01-01,10,1500,0.01,150,1485,Don Fuller,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,Calumet City,60409,Illinois,Central,2011-01-02,1,Consulting - Business Model,Consulting,Java,William Bufont,Josh Martinez,62,1,0.586666667
332,2277,2011-01-01,2011-01-01,21,2310,0.06,110,2171.4,Don Fuller,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,Calumet City,60409,Illinois,Central,2011-01-03,2,Development - Python,Development,Java,Michael Alister,Josh Martinez,68,1,0.381818182
2265,16262,2011-01-01,2011-01-01,11,1210,0.06,110,1137.4,Linda Brennan,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Oviedo,32765,Florida,South,2011-01-08,7,Development - Python,Development,Python,Abigail Young,Frank Mitchell,50,1,0.545454545
2360,17058,2011-01-01,2011-01-01,15,1650,0.04,110,1584,Gary Shillingsburg,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,Bradenton,34210,Florida,South,2011-01-02,1,Development - Python,Development,Business Model,Daniel Tusk,Frank Mitchell,45,1,0.590909091
7382,52640,2011-01-01,2011-01-01,18,2880,0.05,160,2736,Steven Haberlin,"O'Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores,Oakland Park,33334,Florida,South,2011-01-04,3,Development - Java,Development,SQL,Jacob Manziel,Frank Mitchell,57,1,0.64375
1395,10144,2011-01-02,2011-01-01,16,2000,0.08,125,1840,Sonia Kane,Marriott International,Consumer Services,Hotels/Resorts,Hutchinson,67501,Kansas,Central,2011-01-04,2,Training - Development,Training,Development,Elizabeth Carter,Josh Martinez,52,1,0.584
1396,10144,2011-01-02,2011-01-01,1,125,0.02,125,122.5,Sonia Kane,Marriott International,Consumer Services,Hotels/Resorts,Hutchinson,67501,Kansas,Central,2011-01-04,2,Training - Development,Training,Java,Alexander Edison,Josh Martinez,70,1,0.44
1397,10144,2011-01-02,2011-01-01,24,3000,0.1,125,2700,Sonia Kane,Marriott International,Consumer Services,Hotels/Resorts,Hutchinson,67501,Kansas,Central,2011-01-02,0,Training - Javascript,Training,Python,Abigail Young,Josh Martinez,50,1,0.6
1444,10436,2011-01-02,2011-01-01,24,2880,0.09,120,2620.8,Karl Webber,Western Digital Corporation,Technology,Electronic Components,South Plainfield,7080,New Jersey,East,2011-01-09,7,Development - Business Logic,Development,Big Data,Emily Taylor,Allen Young,62,1,0.483333333
3358,24033,2011-01-02,2011-01-01,50,6250,0,125,6250,Steven Haberlin,"O'Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores,Oakland Park,33334,Florida,South,2011-01-04,2,Training - SQL,Training,Java,Noah Smith,Frank Mitchell,59,1,0.528
